Time (s),ROI.01 [],ROI.02 [],ROI.04 [],ROI.05 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.000 [],ROI.03 [],ROI.13 [],ROI.14 [],ROI.15 [],ROI.16 [],ROI.17 [],ROI.18 [],ROI.19 [],ROI.20 [],ROI.21 [],ROI.22 [],ROI.23 [],ROI.24 [],ROI.25 [],ROI.26 []
0.258,0.09305615014862872,0.011418316497741464,0.0276316717687113,0.01148539552255444,0.0798463119510469,0.007238996769874707,0.01335610149370665,0.016536354181777728,0.018535685869534472,0.11673470024367663,0.00609629653764766,0.0,0.014691333749955383,0.011442259429439293,0.017279133227688155,0.013049893042971975,0.017752549225214416,0.012216597392633382,0.007347457872791517,0.01654043514498983,0.010331587581398157,0.09778811879266973,0.05565292696300639,0.047738013989388546,22.610172244160992,0.2229793764454397,0.07244364617911547
0.785,0.07207791794276579,0.004605496659881537,0.00797317828721411,0.008022159755297008,0.05465958833645692,0.0038503941948985422,0.008742035639662698,0.009329248254601671,0.012915253801735131,0.04176727681589827,0.0026611230497743435,0.0,0.0031535478987600226,0.011482372603221633,0.014495600847718509,0.0010851946707952076,0.016710493730833723,0.013912877724404875,0.0047425730771168875,0.035894880385378206,0.004824116834415365,-0.008951870569234922,0.023428700246739126,0.037590095343606154,25.084649618643365,0.0982036312422774,0.045304222602516916
1.286,0.0651574583210763,0.0020950416821639613,0.01330323939387979,0.008344116244429158,0.11270722697310445,0.0034651588066712084,0.0011292517919986218,0.01025494983366007,0.007967701428259172,0.06691685758677043,0.004662237153387163,0.0,0.010407949266154655,0.007520013506756416,0.02004173658021502,0.015413885943975933,0.010963368755266507,0.01144114286172714,0.006154432617799267,0.023896832109734284,0.004368010986718486,0.04621360799141629,0.036691326917840744,0.02572578433088354,27.329651229387192,0.06688523658348357,0.09544227698376366
1.777,0.052011386468984816,0.00568766215599992,0.008242806708917786,0.002893756812512552,0.09356554526485422,0.002148407691489131,0.0058278022567844895,0.003906598112109203,0.019638090696273633,0.0589350239977745,0.002927878046614704,0.0,-0.003058774048597286,0.00241473456989199,0.007810458119716537,0.005542775756658724,0.0062088395488717266,0.01672417035529659,0.003771459011565024,0.04852769760910718,0.003908786525192364,0.016339133284783255,0.016332977815225434,0.03613651228386969,28.58206546049356,0.07673707559868423,0.11387214416967205
2.288,0.05007338242365789,0.004715205806467902,0.000627833698219162,0.005318748877994639,0.10739030422206791,0.002247769095910658,0.004179532468408376,-0.004185555149704449,0.005835182290365665,0.12132906647134727,0.0002687082399856267,0.0,0.005908479168438323,0.010936806542664641,0.009988544051580873,0.013514034210998449,0.00896277800778066,0.002699336293057667,0.0028981755317422113,0.01971625346415405,0.003105471847810513,0.03138266161396476,0.016166062030475704,0.017558235989675555,-9.16574157756652,0.21824230911567213,0.11213940943057342
2.78,0.03554190175410466,0.0027848439096814954,0.011480862709403758,0.00864830832427635,0.0035845819745701584,-8.405762112759239e-05,-0.0006305111196863366,0.0007116060853179148,0.01904323016966024,0.1260774764022339,0.0004183782981131559,0.0,0.01047147496224952,0.00927800291838291,0.008085286329327285,0.008519159594290044,0.007212820558079569,0.023111782064195376,0.010823528951881775,0.06788541505602423,0.0021802231608629382,0.034500173204500675,0.009435835915982991,0.024850384806059313,9.226305171267292,0.0965771381069149,0.19106229373151032
3.282,0.03607229487806387,0.002729305076372195,0.010977102012571125,0.009753062246030559,0.052625868744107594,0.0015521541105661544,-0.0007302199650269069,0.012427886186609886,0.026559764629009722,0.08897132493793272,7.81973794939917e-06,0.0,0.0031023853863295092,0.006044272561747052,0.00794853229858367,0.007814041949425815,0.005579169345780711,0.028398561966496857,0.011341322628153752,0.04987702511548308,0.003644829765309785,0.0724495087496809,0.012992024545167584,0.052358572830443144,10.271683051533687,0.13878998577680998,0.09189644053999452
3.784,0.041047970142470955,0.0015816439305627946,0.01127959685274915,0.008745139686012812,0.09043858202372963,0.0009890542847059759,0.007212625707390197,0.0016769653357327366,0.024035471816734932,0.13336506388822286,-0.0011491078398822344,0.0,0.009987281758986336,0.003008118103098927,0.004420197004020471,0.006908968215277293,0.009508134380318911,0.018663576860422096,0.012892558859649513,0.05590601943995379,0.002921080363252457,0.05403429444382191,0.019118804346485316,0.006147011306710906,14.320628936566017,0.09580828163211448,0.15151993881051615
4.285,0.03571813426375674,0.003782657947009663,0.010901846332411426,0.004360773414132972,0.08611142276027878,0.00023509230999862156,0.013017598581540031,0.01324693966113369,-0.0009613665257274613,0.11813636000547176,0.0018698699282141838,0.0,0.005016353301133976,-0.0017620859296423746,0.01897910249600589,0.0038417014167431607,0.01148368847734554,0.006382322732835304,0.00461157431568792,0.01441527453972633,0.00047131409246979427,0.026843528925207936,0.05167532715661053,0.03986079985225966,4.394991795639462,0.1484348855778638,0.11657886694212528
4.785,0.04098555594962035,-0.0030979102082968513,0.00985601476400463,3.23156564053694e-05,0.06465087012119479,0.00024242392353333324,0.008422445522920265,0.01762612232537902,0.002869544729608644,0.06380967213609916,0.0011266071846767088,0.0,-0.005485621773458333,-8.998050537798771e-05,0.01641439191798657,0.01251014770199807,0.004313107789412047,-0.0010478519173502975,0.00044197163164668574,0.012799693192913688,-0.00010270698898131346,0.07631033451761338,0.03259771305047177,0.006014369128809371,13.201536643584637,0.08076390212051329,0.08827402905010469
5.278,0.02670492854760437,0.004598263364918091,0.004503848815223593,0.006394280438881286,0.03751119726990152,0.0006522485449352575,0.0049775555699945375,-0.0002796608398159418,0.03295193970765099,0.07966500029978552,0.001219028486956707,0.0,0.0027937879029039047,0.005782847280341592,0.00464311714039917,0.008255767946417381,0.008882599388711013,0.010123975818979124,0.011354883835964794,0.050218066629611195,0.0019337679165476133,0.05209225423495923,-0.016800453059739286,0.03172445954524338,-0.17643863994857065,0.052007553598544136,0.09662513542172678
5.777,0.01854890186570648,0.002929479381476672,0.007820912240140133,0.007501576011455525,0.007321912050289992,9.571434054398391e-05,-0.00013212546807407554,-0.004397126688748913,0.025742229608391797,0.10517503800327728,0.002554344394256915,0.0,0.01601866698694308,0.004129473850779057,-0.003632362764637671,0.009241655654038831,0.007608603121887887,0.014311616883148803,0.008662264566294913,0.06553913270251999,0.004437183670526151,0.046698399274683444,0.003114874209176835,0.0007301534580194537,1.3330597679409024,0.07137154746094128,0.18683886994684776
6.276,0.020013215579883822,0.0014235494720644824,0.008930991637424309,0.004873550108932792,-0.00029381439041789326,0.0005326876624535971,0.004329717587755625,0.0065296838886736526,0.017753260191683773,0.05913450378264081,-7.304824184954168e-05,0.0,0.006902760967159654,0.001386006719224802,0.004678220623605025,0.007168564270576911,0.004788669619933101,0.014075609326758328,0.011412311162083697,0.040029791405747,0.0031560202741970143,0.0356966102818191,0.028055391914353578,0.0035670737722915957,12.687041116177948,0.035108735405348875,0.08124335031140525
6.787,0.01284768413822751,-0.0006763254730260391,0.00132838446843023,0.004214636021918597,-0.016957368945422803,0.0006974378408197975,0.0044785186614584,-0.00029548855581990513,0.001049282231197502,0.0644216219780503,0.00348932377061166,0.0,-0.000302389360753539,0.006477848060439444,0.007791182567728876,0.0029046168383534024,0.0033737619839607825,0.012735537434217747,0.010033169267346669,0.017612712280966093,0.0016722881267486154,0.027747595871235178,-0.003012868890223823,0.015039459377919236,-1.6213108396546574,0.09145579980775985,0.08872012397358389
