ROI,n_spikes,spike_times_s
ROI.000 [],24,31.278;42.278;44.777;51.777;53.788;63.778;66.279;73.778;79.778;95.785;111.285;113.283;115.278;121.778;124.288;133.278;135.777;146.278;156.777;166.778;173.279;176.778;186.787;194.778
ROI.06 [],18,25.778;41.285;43.278;54.788;61.778;73.278;78.777;99.287;121.778;127.778;137.778;143.780;148.778;172.294;176.778;182.278;185.785;189.794
ROI.11 [],10,37.778;60.278;76.279;95.281;127.778;150.783;166.278;168.278;194.286;197.778
