ROI,n_spikes,spike_times_s
ROI.01 [],4,31.777;36.288;62.280;100.775
ROI.07 [],4,38.277;61.788;100.775;132.277
ROI.03 [],2,62.280;100.775
ROI.06 [],2,61.788;100.775
ROI.08 [],2,62.280;101.286
ROI.14 [],1,99.779
