Time (s),ROI.01 [],ROI.02 [],ROI.000 [],ROI.04 [],ROI.05 [],ROI.03 [],ROI.06 [],ROI.07 [],ROI.08 [],ROI.09 [],ROI.10 [],ROI.11 [],ROI.12 [],ROI.13 [],ROI.14 []
0.258,0.042914301081207536,0.35687342226919844,0.0,0.8120642530378499,0.24041176756423202,-0.0005605770327323357,0.1976855266214151,1.532301630817746,-0.010432616392382903,0.276900164023946,0.195931053578433,0.8039515742647495,0.7006602919089565,1.5619177056465716,0.8247618827665393
0.779,0.20078332967633747,0.44682196034970856,0.0,0.8444093993838362,0.30479437894791594,0.14861938230442895,0.37991098970727866,1.7016850330897157,0.11790255518798842,0.37264415010291807,0.24266869219451062,0.8160720217194647,0.7351939766686318,1.8246772369553566,0.852662959464599
1.278,0.2611331622605144,0.4646819834744552,0.0,0.8492370250621087,0.3398384025855666,0.14842364806751315,0.45141153270520096,1.7318031699790193,0.11618057556467148,0.3911196075287574,0.2574346702790295,0.827207170385163,0.7535920887554178,1.7650908306761783,0.8761300327539822
1.787,0.21471993040158857,0.4537238336843048,0.0,0.83635521859326,0.30602160742262485,0.14042113637247863,0.4151263897922981,1.689500752708356,0.12947637633840545,0.3674164130805116,0.25014481660680055,0.8173372960139295,0.7364712367428157,1.7315870971912768,0.8458372677609342
2.276,0.27764090347643033,0.4599639172806555,0.0,0.8436418287664046,0.3018159169929541,0.2041115256406746,0.4742547447991247,1.7316588905242865,0.1717674841598453,0.3611616161003562,0.2611981802028008,0.826448269008241,0.7530496272176521,1.7399814166841654,0.8518458594178421
2.777,0.2893224417124173,0.4787322231653329,0.0,0.8529479319677665,0.3292967835129406,0.19459202614673166,0.48748703572011326,1.7448328402814652,0.18934150239640576,0.3923804539479766,0.26604000712627646,0.8305211748053529,0.7734344843958718,1.7559940709111934,0.8600550334626024
3.276,0.2832847628846617,0.44604881486148723,0.0,0.8424581923743253,0.35411904238036934,0.14514286887306244,0.4895541516905782,1.7299194861148766,0.1433128092320004,0.3746809786849216,0.2644398590104476,0.8306198421475098,0.7589170474852703,1.8217909172618947,0.8537733501181518
3.784,0.2642620042805083,0.4178091009455193,0.0,0.844855870410627,0.2881509721964818,0.13168330816708282,0.4869203114252102,1.736612737558663,0.050657555965350855,0.35800237073518576,0.23465048770960473,0.8174917304375353,0.7600603578536269,1.7418717209824943,0.8745666396808242
4.277,0.19791321479606735,0.44581907791687736,0.0,0.8450990762268996,0.30214632636203126,0.12862351311614287,0.37623977797771185,1.6910587715380596,0.10817646938572818,0.3492511887551897,0.2653386986093833,0.8204811847762671,0.7532987983513179,1.6962593700111086,0.8433303775025629
4.778,0.18577828706027466,0.4365465406417641,0.0,0.8521116372990698,0.32452939826295124,0.10135652519869745,0.3490065640999737,1.680310191299516,0.07676262476435534,0.35373447944403497,0.23876481571832953,0.8178615261242772,0.7583315236358904,1.6702963577136123,0.8336802350416366
