ROI,n_spikes,spike_times_s
ROI.03 [],3,44.777;102.776;138.276
ROI.08 [],2,44.777;104.778
ROI.02 [],2,45.278;104.778
ROI.04 [],1,93.781
ROI.12 [],1,93.781
ROI.10 [],1,153.777
