ROI,spike_time_s,latency_s,stim_window_start_s,stim_window_end_s
ROI.04 [],53.285,23.284999999999997,30,50
ROI.04 [],59.777,29.777,30,50
ROI.04 [],191.287,61.287000000000006,130,150
ROI.06 [],52.278,22.278,30,50
ROI.06 [],118.277,38.277,80,100
ROI.06 [],175.785,45.785,130,150
ROI.06 [],185.778,55.77799999999999,130,150
ROI.06 [],203.277,73.27699999999999,130,150
ROI.10 [],60.277,30.277,30,50
ROI.10 [],113.285,33.285,80,100
ROI.10 [],157.779,27.778999999999996,130,150
ROI.10 [],188.777,58.77699999999999,130,150
ROI.25 [],110.276,30.275999999999996,80,100
