ROI,n_spikes,spike_times_s
ROI.000 [],9,32.777;95.277;112.778;145.786;146.788;149.778;162.278;174.785;184.282
ROI.06 [],7,20.778;31.278;42.787;71.778;90.779;113.278;185.284
